type,title,original_title,year,tvdb_id,tmdb_id,favorite,list_status,added_at,for_later_at,stopped_watching_at,hidden_at
show,May I Ask for One Final Thing?,最後にひとつだけお願いしてもよろしいでしょうか,2025,454525,271605,no,watching,2025-10-15T17:22:27.000Z,,,
movie,Chainsaw Man - The Movie: Reze Arc,劇場版 チェンソーマン レゼ篇,2025,,1218925,no,following,2025-10-05T18:13:30.000Z,,,
movie,One Battle After Another,One Battle After Another,2025,,1054867,no,following,2025-10-05T18:13:20.000Z,,,
movie,Demon Slayer: Kimetsu no Yaiba Infinity Castle,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,2025,,1311031,no,following,2025-10-05T18:12:59.000Z,,,
show,Twin Peaks,Twin Peaks,1990,70533,1920,no,watching,2025-09-30T05:32:54.000Z,,,
show,Devs,Devs,2020,364149,81349,no,watching,2025-09-26T18:19:04.000Z,,,
show,Lost,Lost,2004,73739,4607,no,watching,2025-09-07T10:10:25.000Z,,,
show,Secrets of the Silent Witch,サイレント・ウィッチ 沈黙の魔女の隠しごと,2025,452832,281058,no,watching,2025-09-05T20:18:17.000Z,,,
movie,Superman,Superman,2025,,1061474,no,following,2025-08-16T23:16:11.000Z,,,
movie,The Fantastic 4: First Steps,The Fantastic 4: First Steps,2025,,617126,no,following,2025-08-16T23:15:54.000Z,,,
movie,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,2007,,1979,no,for_later,2025-08-16T23:15:25.000Z,2025-08-16T23:15:25.000Z,,
movie,Baby Driver,Baby Driver,2017,,339403,no,following,2025-08-16T23:14:59.000Z,,,
show,Peaky Blinders,Peaky Blinders,2013,270915,60574,no,watching,2025-08-16T15:53:19.000Z,,,
show,The Leftovers,The Leftovers,2014,269689,54344,no,watching,2025-08-08T17:05:16.000Z,,,
show,Counterpart,Counterpart,2017,337302,63646,no,watching,2025-08-08T02:13:39.000Z,,,
show,Gachiakuta,ガチアクタ,2025,450537,256721,no,watching,2025-07-16T18:10:04.000Z,,,
show,The Fragrant Flower Blooms with Dignity,薫る花は凛と咲く,2025,454524,271607,no,watching,2025-07-10T14:01:23.000Z,,,
show,Takopi's Original Sin,タコピーの原罪,2025,457645,284445,no,watching,2025-07-03T14:25:09.000Z,,,
show,The Summer Hikaru Died,光が死んだ夏,2025,450428,278196,no,watching,2025-07-03T14:20:24.000Z,,,
movie,F1,F1,2025,,911430,no,following,2025-07-03T14:00:07.000Z,,,
movie,How to Train Your Dragon,How to Train Your Dragon,2025,,1087192,no,following,2025-07-03T13:59:58.000Z,,,
movie,Ballerina,Ballerina,2025,,541671,no,following,2025-07-03T13:59:28.000Z,,,
show,Lord of Mysteries,诡秘之主,2025,464419,232230,no,watching,2025-07-03T13:59:21.000Z,,,
show,Person of Interest,Person of Interest,2011,248742,1411,no,watching,2025-06-27T08:55:50.000Z,,,
show,FROM,FROM,2022,401003,124364,no,watching,2025-06-21T11:03:23.000Z,,,
movie,SPY x FAMILY CODE: White,劇場版 SPY×FAMILY CODE: White,2023,,1062807,no,following,2025-05-26T10:45:20.000Z,,,
movie,Made in Abyss: Wandering Twilight,劇場版総集編【後編】メイドインアビス 放浪する黄昏,2019,,526429,no,following,2025-05-26T10:44:21.000Z,,,
movie,Made in Abyss: Journey's Dawn,劇場版総集編【前編】メイドインアビス 旅立ちの夜明け,2019,,526426,no,following,2025-05-26T10:44:17.000Z,,,
movie,Made in Abyss: Dawn of the Deep Soul,劇場版メイドインアビス 深き魂の黎明,2020,,573730,no,following,2025-05-26T10:44:08.000Z,,,
show,A Place Further Than the Universe,宇宙よりも遠い場所,2018,337623,76059,no,watching,2025-05-23T05:59:11.000Z,,,
movie,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,劇場版 ソードアート・オンライン -プログレッシブ- 冥き夕闇のスケルツォ,2022,,893712,no,following,2025-05-22T18:28:40.000Z,,,
movie,Sword Art Online the Movie - Progressive - Aria of a Starless Night,劇場版 ソードアート・オンライン-プログレッシブ- 星なき夜のアリア,2021,,761898,no,following,2025-05-22T18:28:20.000Z,,,
show,Kabaneri of the Iron Fortress,甲鉄城のカバネリ,2016,305082,65945,no,watching,2025-05-18T14:36:20.000Z,,,
show,Heavenly Delusion,天国大魔境,2023,426165,208891,no,watching,2025-05-13T07:04:18.000Z,,,
show,KonoSuba: An Explosion on This Wonderful World!,この素晴らしい世界に爆焔を！,2023,420657,203040,no,watching,2025-05-09T06:52:01.000Z,,,
show,Attack on Titan: Junior High,進撃！巨人中学校,2015,299882,63510,no,watching,2025-05-09T06:47:20.000Z,,,
show,Kowloon Generic Romance,九龍ジェネリックロマンス,2025,455388,274069,no,watching,2025-05-08T14:28:37.000Z,,,
movie,Rascal Does Not Dream of a Sister Venturing Out,青春ブタ野郎はおでかけシスターの夢を見ない,2023,,1056803,no,following,2025-05-08T08:46:10.000Z,,,
movie,Rascal Does Not Dream of a Dreaming Girl,青春ブタ野郎はゆめみる少女の夢を見ない,2019,,572154,no,following,2025-05-08T08:46:02.000Z,,,
movie,The Garden of Words,言の葉の庭,2013,,198375,no,following,2025-05-04T21:39:33.000Z,,,
show,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,2018,345596,82739,no,watching,2025-05-04T21:38:02.000Z,,,
show,Charlotte,Charlotte,2015,289679,63145,no,watching,2025-05-04T21:08:09.000Z,,,
movie,Look Back,ルックバック,2024,,1244492,no,following,2025-05-04T05:12:25.000Z,,,
movie,The Guardians of the Galaxy Holiday Special,The Guardians of the Galaxy Holiday Special,2022,,774752,no,following,2025-05-03T20:44:29.000Z,,,
show,Secret Invasion,Secret Invasion,2023,393203,114472,no,watching,2025-05-03T20:42:36.000Z,,,
show,Daredevil: Born Again,Daredevil: Born Again,2025,422712,202555,no,watching,2025-05-03T20:34:29.000Z,,,
show,Ms. Marvel,Ms. Marvel,2022,368612,92782,no,watching,2025-05-03T20:34:05.000Z,,,
show,Moon Knight,Moon Knight,2022,368611,92749,no,watching,2025-05-03T20:33:33.000Z,,,
movie,The Marvels,The Marvels,2023,,609681,no,following,2025-05-03T20:33:12.000Z,,,
show,Yuri!!! on Ice,ユーリ!!! on ICE,2016,317004,68129,no,watching,2025-04-26T17:59:58.000Z,,,
show,You,You,2018,336924,78191,no,watching,2025-04-26T16:19:39.000Z,,,
show,The End of the F***ing World,The End of the F***ing World,2017,336522,74577,no,watching,2025-04-26T16:19:29.000Z,,,
show,Watchmen,Watchmen,2019,360733,79788,no,watching,2025-04-26T16:19:23.000Z,,,
movie,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,,373571,no,following,2025-04-26T16:18:26.000Z,,,
movie,Godzilla vs. Kong,Godzilla vs. Kong,2021,,399566,no,following,2025-04-26T16:18:13.000Z,,,
movie,Godzilla Minus One,ゴジラ-1.0,2023,,940721,no,following,2025-04-26T16:18:03.000Z,,,
movie,Godzilla x Kong: The New Empire,Godzilla x Kong: The New Empire,2024,,823464,no,following,2025-04-26T16:17:56.000Z,,,
movie,The Fall Guy,The Fall Guy,2024,,746036,no,following,2025-04-26T16:17:51.000Z,,,
movie,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,2024,,786892,no,following,2025-04-26T16:17:43.000Z,,,
movie,Return of the Jedi,Return of the Jedi,1983,,1892,no,for_later,2025-04-26T16:17:10.000Z,2025-04-26T16:17:10.000Z,,
movie,The Empire Strikes Back,The Empire Strikes Back,1980,,1891,no,for_later,2025-04-26T16:17:09.000Z,2025-04-26T16:17:09.000Z,,
movie,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,,348350,no,for_later,2025-04-26T16:17:07.000Z,2025-04-26T16:17:07.000Z,,
movie,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,2019,,181812,no,for_later,2025-04-26T16:17:06.000Z,2025-04-26T16:17:06.000Z,,
movie,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,2016,,330459,no,for_later,2025-04-26T16:17:04.000Z,2025-04-26T16:17:04.000Z,,
movie,Star Wars: The Last Jedi,Star Wars: The Last Jedi,2017,,181808,no,for_later,2025-04-26T16:17:01.000Z,2025-04-26T16:17:01.000Z,,
movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,2002,,1894,no,for_later,2025-04-26T16:17:00.000Z,2025-04-26T16:17:00.000Z,,
movie,Star Wars,Star Wars,1977,,11,no,for_later,2025-04-26T16:16:58.000Z,2025-04-26T16:16:58.000Z,,
movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,1999,,1893,no,for_later,2025-04-26T16:16:57.000Z,2025-04-26T16:16:57.000Z,,
movie,Star Wars: The Force Awakens,Star Wars: The Force Awakens,2015,,140607,no,for_later,2025-04-26T16:16:55.000Z,2025-04-26T16:16:55.000Z,,
movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,2005,,1895,no,for_later,2025-04-26T16:16:41.000Z,2025-04-26T16:16:41.000Z,,
movie,Uncharted,Uncharted,2022,,335787,no,for_later,2025-04-26T16:16:02.000Z,2025-04-26T16:16:02.000Z,,
movie,The Beekeeper,The Beekeeper,2024,,866398,no,for_later,2025-04-26T16:15:47.000Z,2025-04-26T16:15:47.000Z,,
movie,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,2022,,505642,no,following,2025-04-26T16:14:25.000Z,,,
movie,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,2023,,640146,no,following,2025-04-26T16:14:22.000Z,,,
movie,Avengers: Secret Wars,Avengers: Secret Wars,2027,,1003598,no,for_later,2025-04-26T16:14:11.000Z,2025-04-26T16:14:11.000Z,,
movie,Joker: Folie à Deux,Joker: Folie à Deux,2024,,889737,no,for_later,2025-04-26T16:14:04.000Z,2025-04-26T16:14:04.000Z,,
movie,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,2023,,572802,no,for_later,2025-04-26T16:14:01.000Z,2025-04-26T16:14:01.000Z,,
movie,Avengers: Doomsday,Avengers: Doomsday,2026,,1003596,no,for_later,2025-04-26T16:13:50.000Z,2025-04-26T16:13:50.000Z,,
movie,Thunderbolts*,Thunderbolts*,2025,,986056,no,following,2025-04-26T16:13:41.000Z,,,
movie,Captain America: Brave New World,Captain America: Brave New World,2025,,822119,no,for_later,2025-04-26T16:13:40.000Z,2025-04-26T16:13:40.000Z,,
movie,Saw 3D,Saw 3D,2010,,41439,no,following,2025-04-26T16:13:20.000Z,,,
movie,Saw VI,Saw VI,2009,,22804,no,following,2025-04-26T16:13:13.000Z,,,
movie,Insidious: Chapter 3,Insidious: Chapter 3,2015,,280092,no,following,2025-04-26T16:13:04.000Z,,,
movie,Saw,Saw,2004,,176,no,following,2025-04-26T16:12:29.000Z,,,
movie,Saw V,Saw V,2008,,11917,no,following,2025-04-26T16:12:24.000Z,,,
movie,Saw II,Saw II,2005,,215,no,following,2025-04-26T16:12:17.000Z,,,
movie,Paranormal Activity 2,Paranormal Activity 2,2010,,41436,no,following,2025-04-26T16:12:11.000Z,,,
movie,Paranormal Activity,Paranormal Activity,2007,,23827,no,following,2025-04-26T16:12:09.000Z,,,
movie,Insidious: The Red Door,Insidious: The Red Door,2023,,614479,no,following,2025-04-26T16:11:40.000Z,,,
movie,Avatar: The Way of Water,Avatar: The Way of Water,2022,,76600,no,following,2025-04-26T16:11:34.000Z,,,
movie,Transformers: The Last Knight,Transformers: The Last Knight,2017,,335988,no,following,2025-04-26T16:11:30.000Z,,,
movie,Bumblebee,Bumblebee,2018,,424783,no,following,2025-04-26T16:11:27.000Z,,,
movie,John Wick: Chapter 4,John Wick: Chapter 4,2023,,603692,no,following,2025-04-26T16:11:20.000Z,,,
movie,Oppenheimer,Oppenheimer,2023,,872585,no,following,2025-04-26T16:11:17.000Z,,,
movie,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023,,575264,no,following,2025-04-26T16:11:13.000Z,,,
movie,A Silent Voice: The Movie,映画 聲の形,2016,,378064,no,following,2025-04-26T16:10:39.000Z,,,
movie,Crazxy,Crazxy,2025,,1370264,no,following,2025-04-26T16:08:41.000Z,,,
movie,Gone Girl,Gone Girl,2014,,210577,no,following,2025-04-26T16:07:55.000Z,,,
movie,Minions: The Rise of Gru,Minions: The Rise of Gru,2022,,438148,no,following,2025-04-26T16:07:28.000Z,,,
movie,Top Gun: Maverick,Top Gun: Maverick,2022,,361743,no,following,2025-04-26T16:07:11.000Z,,,
movie,Thor: Love and Thunder,Thor: Love and Thunder,2022,,616037,no,following,2025-04-26T16:06:56.000Z,,,
movie,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022,,453395,no,following,2025-04-26T16:06:44.000Z,,,
movie,Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,2023,,667538,no,following,2025-04-26T16:06:05.000Z,,,
movie,Final Destination 3,Final Destination 3,2006,,9286,no,following,2025-04-26T16:05:46.000Z,,,
movie,Talaash,तलाश,2012,,86004,no,following,2025-04-26T16:05:34.000Z,,,
movie,The Final Destination,The Final Destination,2009,,19912,no,following,2025-04-26T16:00:20.000Z,,,
movie,Deadpool & Wolverine,Deadpool & Wolverine,2024,,533535,no,following,2025-04-26T16:00:14.000Z,,,
movie,Smile 2,Smile 2,2024,,1100782,no,following,2025-04-26T16:00:09.000Z,,,
movie,Spider-Man: Beyond the Spider-Verse,Spider-Man: Beyond the Spider-Verse,2027,,911916,no,for_later,2025-04-26T15:58:56.000Z,2025-04-26T16:15:14.000Z,,
movie,Kesari Chapter 2: The Untold Story of Jallianwala Bagh,केसरी चैप्टर 2: जलियांवाला बाग की अनकही कहानी,2025,,1137339,no,following,2025-04-26T15:49:01.000Z,,,
movie,Mickey 17,Mickey 17,2025,,696506,no,following,2025-04-26T15:46:44.000Z,,,
movie,Companion,Companion,2025,,1084199,no,following,2025-04-26T15:46:28.000Z,,,
movie,Grave of the Fireflies,火垂るの墓,1988,,12477,no,following,2025-04-25T20:39:20.000Z,,,
movie,I Want to Eat Your Pancreas,君の膵臓をたべたい,2018,,504253,no,following,2025-04-25T20:39:05.000Z,,,
movie,Sinners,Sinners,2025,,1233413,no,following,2025-04-25T02:15:29.000Z,,,
movie,5 Centimeters per Second,秒速5センチメートル,2007,,38142,no,following,2025-04-25T02:14:53.000Z,,,
show,The Night Of,The Night Of,2016,310516,66276,no,watching,2025-04-23T18:32:38.000Z,,,
show,Unbelievable,Unbelievable,2019,367030,91275,no,watching,2025-04-23T18:29:23.000Z,,,
show,Better Call Saul,Better Call Saul,2015,273181,60059,no,watching,2025-04-11T14:31:35.000Z,,,
show,Devil May Cry (2025),Devil May Cry (2025),2025,440193,235930,no,watching,2025-04-10T17:06:10.000Z,,,
show,WITCH WATCH,ウィッチウォッチ,2025,453127,261868,no,watching,2025-04-09T11:57:46.000Z,,,
show,My Hero Academia: Vigilantes,ヴィジランテ -僕のヒーローアカデミア ILLEGALS-,2025,458058,280110,no,watching,2025-04-08T07:18:18.000Z,,,
show,To Be Hero X,凸变英雄X,2025,459453,272059,no,watching,2025-04-07T04:42:31.000Z,,,
show,Lazarus,LAZARUS ラザロ,2025,437408,231003,no,watching,2025-04-07T04:41:15.000Z,,,
show,Super Cube,超能立方,2025,461311,279182,no,watching,2025-04-04T18:38:25.000Z,,,
show,The Beginning After the End,最強の王様、二度目の人生は何をする？,2025,455684,274671,no,watching,2025-04-04T17:38:36.000Z,,,
show,In/Spectre,虚構推理,2020,368565,93653,no,watching,2025-04-02T15:19:30.000Z,,,
show,Death Parade,デス・パレード,2015,289177,61901,no,watching,2025-04-01T09:06:39.000Z,,,
show,Silicon Valley,Silicon Valley,2014,277165,60573,no,watching,2025-03-31T09:20:51.000Z,,,
show,Erased,僕だけがいない街,2016,303071,65249,no,watching,2025-03-30T16:00:28.000Z,,,
show,Another,Another,2012,254349,42589,no,watching,2025-03-30T14:33:48.000Z,,,
show,Adolescence,Adolescence,2025,452467,249042,no,watching,2025-03-30T13:34:28.000Z,,,
show,The Walking Dead,The Walking Dead,2010,153021,1402,no,watching,2025-03-30T10:46:50.000Z,,,
movie,Ford v Ferrari,Ford v Ferrari,2019,,359724,no,following,2025-03-30T10:16:40.000Z,,,
movie,Jawan,जवान,2023,,872906,no,following,2025-03-30T10:16:27.000Z,,,
movie,The Flash,The Flash,2023,,298618,no,following,2025-03-30T10:15:42.000Z,,,
show,Travelers (2016),Travelers (2016),2016,314544,67683,no,watching,2025-03-30T10:15:14.000Z,,,
show,Alice in Borderland (2020),今際の国のアリス,2020,376472,110316,no,watching,2025-03-27T16:19:53.000Z,,,
show,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You",君のことが大大大大大好きな100人の彼女,2023,432050,223564,no,stopped,2025-03-10T19:23:07.000Z,,2026-08-04T16:25:36.180Z,
show,Orphan Black,Orphan Black,2013,260315,56296,no,watching,2025-02-25T18:15:46.000Z,,,
show,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,ソード・オラトリア ダンジョンに出会いを求めるのは間違っているだろうか 外伝,2017,321670,70590,no,watching,2025-02-17T07:29:00.000Z,,,
movie,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,2019,,553835,no,following,2025-02-17T06:58:55.000Z,,,
movie,Evangelion: 1.0 You Are (Not) Alone,ヱヴァンゲリヲン新劇場版：序,2007,,15137,no,following,2025-02-05T17:12:23.000Z,,,
movie,Final Destination 2,Final Destination 2,2003,,9358,no,following,2025-02-05T17:11:16.000Z,,,
movie,Final Destination 5,Final Destination 5,2011,,55779,no,following,2025-02-05T17:11:03.000Z,,,
movie,Exhuma,파묘,2024,,838209,no,following,2025-02-05T17:10:59.000Z,,,
movie,Dune: Part Two,Dune: Part Two,2024,,693134,no,following,2025-02-05T17:10:40.000Z,,,
movie,Final Destination,Final Destination,2000,,9532,no,following,2025-02-05T17:10:35.000Z,,,
movie,Venom: The Last Dance,Venom: The Last Dance,2024,,912649,no,following,2025-02-05T17:10:19.000Z,,,
show,Trigun,TRIGUN,1998,77680,26453,no,watching,2025-01-28T08:28:09.000Z,,,
show,Battlestar Galactica (2003),Battlestar Galactica (2003),2005,73545,1972,no,watching,2025-01-26T09:30:33.000Z,,,
movie,Nosferatu,Nosferatu,2024,,426063,no,following,2025-01-23T20:58:30.000Z,,,
movie,The Substance,The Substance,2024,,933260,no,following,2025-01-16T14:51:46.000Z,,,
show,SAKAMOTO DAYS,SAKAMOTO DAYS,2025,423732,207332,no,watching,2025-01-14T06:52:10.000Z,,,
movie,Ready or Not,Ready or Not,2019,,567609,no,for_later,2024-12-23T14:00:32.000Z,2024-12-23T14:00:32.000Z,,
show,The Wire,The Wire,2002,79126,1438,no,watching,2024-12-05T21:49:52.000Z,,,
show,The Sopranos,The Sopranos,1999,75299,1398,no,watching,2024-12-05T21:49:45.000Z,,,
show,Narcos,Narcos,2015,282670,63351,no,watching,2024-12-05T21:49:33.000Z,,,
show,Inuyashiki Last Hero,いぬやしき,2017,321209,73946,no,watching,2024-12-05T14:16:14.000Z,,,
movie,Metamorphosis,변신,2019,,581531,no,for_later,2024-11-15T20:51:43.000Z,2024-11-15T20:51:43.000Z,,
movie,Forgotten,기억의 밤,2017,,488623,no,for_later,2024-11-15T20:51:23.000Z,2024-11-15T20:51:23.000Z,,
show,Orb: On the Movements of the Earth,チ。―地球の運動について―,2024,421583,204635,no,watching,2024-11-15T20:48:49.000Z,,,
movie,Incantation,咒,2022,,864370,no,following,2024-11-09T20:16:12.000Z,,,
movie,Spellbound,오싹한 연애,2011,,92499,no,for_later,2024-11-09T20:14:33.000Z,2024-11-09T20:14:33.000Z,,
movie,Drag Me to Hell,Drag Me to Hell,2009,,16871,no,for_later,2024-11-09T20:09:08.000Z,2024-11-09T20:09:08.000Z,,
show,For All Mankind,For All Mankind,2019,356202,87917,no,watching,2024-10-30T19:34:07.000Z,,,
show,Foundation (2021),Foundation (2021),2021,366972,93740,no,watching,2024-10-30T19:33:39.000Z,,,
show,The OA,The OA,2016,321060,69061,no,watching,2024-10-30T19:33:08.000Z,,,
show,Silo,Silo,2023,403245,125988,no,watching,2024-10-30T19:32:55.000Z,,,
show,Agatha All Along,Agatha All Along,2024,412429,138501,no,watching,2024-10-25T19:11:23.000Z,,,
movie,Countdown,Countdown,2019,,599975,no,for_later,2024-10-25T19:02:22.000Z,2024-10-25T19:02:22.000Z,,
movie,Incendies,Incendies,2010,,46738,no,for_later,2024-10-25T19:01:57.000Z,2024-10-25T19:01:57.000Z,,
show,The Penguin,The Penguin,2024,417648,194764,no,for_later,2024-10-25T19:01:17.000Z,2024-10-25T19:01:17.000Z,,
movie,The Autopsy of Jane Doe,The Autopsy of Jane Doe,2016,,397243,no,for_later,2024-10-08T04:08:58.000Z,2024-10-08T04:08:58.000Z,,
show,DAN DA DAN,ダンダダン,2024,432832,240411,no,watching,2024-10-06T09:07:35.000Z,,,
movie,American Psycho,American Psycho,2000,,1359,no,following,2024-10-06T09:04:39.000Z,,,
movie,The Gentlemen,The Gentlemen,2020,,522627,no,for_later,2024-10-06T09:04:18.000Z,2024-10-06T09:04:18.000Z,,
movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,,935,no,for_later,2024-10-02T20:26:28.000Z,2024-10-02T20:26:28.000Z,,
movie,2001: A Space Odyssey,2001: A Space Odyssey,1968,,62,no,for_later,2024-10-02T20:25:29.000Z,2024-10-02T20:25:29.000Z,,
movie,The Shining,The Shining,1980,,694,no,for_later,2024-10-02T20:25:00.000Z,2024-10-02T20:25:00.000Z,,
show,Uzumaki,うずまき,2024,369026,93241,no,watching,2024-10-01T13:23:26.000Z,,,
show,Bleach,BLEACH,2004,74796,30984,no,watching,2024-07-17T13:18:27.000Z,,,
show,Code Geass: Rozé of the Recapture,コードギアス 奪還のロゼ,2024,443905,255107,no,stopped,2024-07-13T18:52:33.000Z,,2024-07-13T18:52:33.000Z,
show,Family Guy,Family Guy,1999,75978,1434,no,watching,2024-07-12T13:57:31.000Z,,,
show,New Girl,New Girl,2011,248682,1420,no,watching,2024-07-12T13:56:58.000Z,,,
show,Spice and Wolf: MERCHANT MEETS THE WISE WOLF,狼と香辛料 MERCHANT MEETS THE WISE WOLF,2024,417147,229676,no,watching,2024-05-18T18:22:35.000Z,,,
show,Naruto,NARUTO－ナルト－,2002,78857,46260,no,watching,2024-05-17T19:40:21.000Z,,,
show,Modern Family,Modern Family,2009,95011,1421,no,watching,2024-05-17T06:01:44.000Z,,,
show,Kaiju No. 8,怪獣8号,2024,423075,207468,no,watching,2024-05-01T09:55:46.000Z,,,
show,Community,Community,2009,94571,18347,no,watching,2024-04-17T06:26:58.000Z,,,
show,WIND BREAKER,WIND BREAKER,2024,433088,223500,no,watching,2024-04-09T05:22:48.000Z,,,
show,3 Body Problem,3 Body Problem,2024,411959,108545,no,watching,2024-04-07T12:16:14.000Z,,,
show,Severance,Severance,2022,371980,95396,no,watching,2024-03-22T04:46:47.000Z,,,
show,Maniac (2018),Maniac (2018),2018,350864,73411,no,watching,2024-03-22T04:46:39.000Z,,,
show,Fringe,Fringe,2008,82066,1705,no,watching,2024-03-22T04:46:24.000Z,,,
show,Mirage,Mirage,2020,364573,99119,no,watching,2024-03-17T17:15:03.000Z,,,
show,Dear Child,Liebes Kind,2023,417271,229221,no,watching,2024-03-17T17:11:37.000Z,,,
movie,Pan's Labyrinth,El laberinto del fauno,2006,,1417,no,for_later,2024-03-17T17:11:07.000Z,2024-03-17T17:11:07.000Z,,
show,Till The End of The Moon,长月烬明,2023,418591,137206,no,watching,2024-03-17T17:07:15.000Z,,,
show,Shōgun,Shōgun,2024,392573,126308,no,watching,2024-03-11T20:53:28.000Z,,,
show,Cowboy Bebop,カウボーイビバップ,1998,76885,30991,no,watching,2024-02-26T11:27:02.000Z,,,
show,Great Teacher Onizuka,GTO,1999,79071,43017,no,watching,2024-02-26T10:46:46.000Z,,,
show,Kaguya-sama: Love Is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,2019,354198,83121,no,watching,2024-02-25T17:08:33.000Z,,,
show,Lucifer,Lucifer,2016,295685,63174,no,watching,2024-02-25T16:52:04.000Z,,,
show,Ninja Kamui,NINJA KAMUI,2024,420280,202284,no,watching,2024-02-19T19:52:01.000Z,,,
show,Solo Leveling,俺だけレベルアップな件,2024,389597,127532,no,watching,2024-01-21T14:16:19.000Z,,,
movie,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023,,569094,no,following,2023-11-10T14:28:39.000Z,,,
show,Gen V,Gen V,2023,417909,205715,no,watching,2023-11-10T14:28:06.000Z,,,
show,The Apothecary Diaries,薬屋のひとりごと,2023,431162,220542,no,watching,2023-11-10T14:26:18.000Z,,,
show,Frieren: Beyond Journey's End,葬送のフリーレン,2023,424536,209867,no,watching,2023-11-10T14:25:33.000Z,,,
show,Horimiya: The Missing Pieces,ホリミヤ -piece-,2023,436124,228663,no,watching,2023-11-09T14:16:00.000Z,,,
movie,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,劇場版 転生したらスライムだった件 紅蓮の絆編,2022,,876792,no,following,2023-10-12T12:31:10.000Z,,,
show,Hell's Paradise,地獄楽,2023,402474,117465,no,watching,2023-04-18T11:26:22.000Z,,,
show,Oshi no Ko,【推しの子】,2023,421069,203737,no,watching,2023-04-18T11:25:17.000Z,,,
movie,Get Out,Get Out,2017,,419430,no,for_later,2023-04-05T16:15:55.000Z,2023-04-05T16:15:55.000Z,,
movie,Hereditary,Hereditary,2018,,493922,no,following,2023-04-05T16:12:50.000Z,,,
movie,Trapped,Trapped,2002,,9039,no,for_later,2023-04-05T16:12:10.000Z,2023-04-05T16:12:10.000Z,,
movie,Sinister,Sinister,2012,,82507,no,for_later,2023-04-05T16:12:03.000Z,2023-04-05T16:12:03.000Z,,
movie,Megan Is Missing,Megan Is Missing,2011,,63197,no,for_later,2023-04-05T16:11:45.000Z,2023-04-05T16:11:45.000Z,,
show,The Terminal List,The Terminal List,2022,399917,120911,no,watching,2023-04-05T16:11:22.000Z,,,
show,How I Met Your Mother,How I Met Your Mother,2005,75760,1100,no,watching,2023-04-02T05:12:39.000Z,,,
show,The Americans (2013),The Americans (2013),2013,261690,46533,no,watching,2023-03-25T17:48:24.000Z,,,
show,The Returned,Les Revenants,2012,263677,46616,no,watching,2023-03-25T17:48:13.000Z,,,
show,Rectify,Rectify,2013,266609,46619,no,watching,2023-03-25T17:48:03.000Z,,,
show,Utopia,Utopia,2013,264991,46511,no,watching,2023-03-25T17:47:58.000Z,,,
show,Bosch,Bosch,2015,277928,60585,no,watching,2023-03-25T17:47:49.000Z,,,
show,Brooklyn Nine-Nine,Brooklyn Nine-Nine,2013,269586,48891,no,watching,2023-03-14T08:58:51.000Z,,,
show,The Last of Us,The Last of Us,2023,392256,100088,no,watching,2023-02-23T19:51:22.000Z,,,
show,The Eminence in Shadow,陰の実力者になりたくて!,2022,407520,119495,no,watching,2023-01-30T14:20:03.000Z,,,
show,Gudetama: An Eggcellent Adventure,ぐでたま 〜母をたずねてどんくらい〜,2022,421181,203949,no,watching,2023-01-11T14:38:05.000Z,,,
show,BOCCHI THE ROCK!,ぼっち・ざ・ろっく！,2022,413522,119100,no,watching,2023-01-03T13:47:41.000Z,,,
show,Chainsaw Man,チェンソーマン,2022,397934,114410,no,watching,2022-10-11T07:22:44.000Z,,,
show,Kakegurui Twin (2022),賭ケグルイ双〈ツイン〉,2022,412354,138183,no,watching,2022-10-10T22:33:38.000Z,,,
